ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
area1240-numeral-system,area1240,numeral-system,decimal,system-decimal,11 to 19 = 10 + n,
area1240-numeral-subsystem,area1240,numeral-subsystem,decimal proper,subsystem-decimal-proper,11 to 19 = 10 + n,
area1240-formation-of-5,area1240,formation-of-5,5,,,
area1240-formation-of-10,area1240,formation-of-10,1 ⋅ 10,,,
area1240-formation-of-15,area1240,formation-of-15,1 ⋅ 10 + 5,,,
area1240-formation-of-20,area1240,formation-of-20,2 ⋅ 10 (different form),,,
area1240-formation-of-40,area1240,formation-of-40,4 ⋅ 10 (different form),,,
area1240-binary-counting,area1240,binary-counting,no,binary-counting-no,,
area1240-ternary-counting,area1240,ternary-counting,no,ternary-counting-no,,
area1240-quaternary-counting,area1240,quaternary-counting,no,quaternary-counting-no,,
area1240-quinary-counting,area1240,quinary-counting,no,quinary-counting-no,,
area1240-senary-counting,area1240,senary-counting,no,senary-counting-no,,
area1240-decimal-counting,area1240,decimal-counting,yes,decimal-counting-yes,,
area1240-vigesimal-counting,area1240,vigesimal-counting,no,vigesimal-counting-no,,
auhe1237-numeral-system,auhe1237,numeral-system,quinary,system-quinary,6 to 9 = x + n,
auhe1237-numeral-subsystem,auhe1237,numeral-subsystem,quinary,subsystem-quinary,6 to 9 = x + n,
auhe1237-formation-of-5,auhe1237,formation-of-5,5 or 5 x,,,
auhe1237-formation-of-10,auhe1237,formation-of-10,5 ⋅ 2,,,
auhe1237-formation-of-15,auhe1237,formation-of-15,unknown,,,
auhe1237-formation-of-20,auhe1237,formation-of-20,man x,,,
auhe1237-formation-of-40,auhe1237,formation-of-40,unknown,,,
auhe1237-binary-counting,auhe1237,binary-counting,no,binary-counting-no,,
auhe1237-ternary-counting,auhe1237,ternary-counting,no,ternary-counting-no,,
auhe1237-quaternary-counting,auhe1237,quaternary-counting,no,quaternary-counting-no,,
auhe1237-quinary-counting,auhe1237,quinary-counting,yes,quinary-counting-yes,,
auhe1237-senary-counting,auhe1237,senary-counting,no,senary-counting-no,,
auhe1237-decimal-counting,auhe1237,decimal-counting,no,decimal-counting-no,,
